PLAYER_NAME,ID,diff
Coby White,1698,-0.0544515691262381
Jonathon Simmons,1731,-0.054450368529416794
Shelvin Mack,2359,-0.054288792009786806
Vince Carter,3087,-0.054050509461670254
Cartier Martin,302,-0.053863927318336266
Frank Jackson,1169,-0.053721737135331064
Fred VanVleet,3141,-0.05361947533433531
Aaron Holiday,1336,-0.0533861445442608
John Wall,7070,-0.05266030728802992
Brandon Knight,3554,-0.05249653613546442
Troy Brown Jr.,1028,-0.0522936930319011
Svi Mykhailiuk,1135,-0.05178614278012716
Jeff Adrien,295,-0.05129160440697428
Cedi Osman,2344,-0.05125373378219496
Jerian Grant,1410,-0.05106692486526637
Mo Bamba,962,-0.05097488199301265
Josh Harrellson,72,-0.05094115134972803
Chris Wright,30,-0.050681861304240614
Dylan Windler,164,-0.05037569514287276
Devonte' Graham,2047,-0.05026697801642818
JJ Hickson,1245,-0.05024155532093729
Edmond Sumner,489,-0.05006429678561372
Ty Lawson,2543,-0.04976705843885945
Kirk Hinrich,1061,-0.04946345514027491
DeMarcus Cousins,6313,-0.04939800742440579
Shawn Marion,968,-0.04898524602711242
Jake Layman,930,-0.04830424610422676
Jeremy Lin,2869,-0.047763144217411194
Tyler Ulis,975,-0.04770345830925071
Trey Lyles,2421,-0.04763929626180274
Jerryd Bayless,2057,-0.04654881358083522
Luol Deng,2777,-0.046531973371703436
Guerschon Yabusele,137,-0.046498490520294235
Skylar Mays,103,-0.04646316414476936
Ish Smith,4621,-0.04624091553178124
Kentavious Caldwell-Pope,5951,-0.045748629463514635
Alex Len,3114,-0.04573200138326854
Alec Burks,3904,-0.045650015856532423
Nassir Little,414,-0.045584868559823535
Rayjon Tucker,61,-0.04528005314256919
Justin Jackson,1458,-0.044690627049609445
DeMarre Carroll,3428,-0.04452300496954126
Daryl Macon,30,-0.04441606621668443
Joey Dorsey,141,-0.04429874040764393
Mason Jones,123,-0.04420374724707291
Kevin Martin,2032,-0.042838163203356844
Patrick Beverley,3311,-0.04275636127293933
Chris Douglas-Roberts,268,-0.04265811673727157
